date,vol,return,return_lag1,return_lag2,dist_to_ma5,macd_hist,bb_pb,bb_bandwidth,rsi,label,rolling_volatility
2025-09-01,0.0638,-0.007727975270479082,-0.016717325227963542,0.0007604562737641984,-0.018198501299892866,-0.11495964263703903,0.3182641670087968,0.18511432263149258,48.861646234676,1,0.8418292378813935
2025-09-02,0.30284,0.0459501557632398,-0.007727975270479082,-0.016717325227963542,0.02487789987790001,-0.0862197266100165,0.5496444963834042,0.18389759924514656,53.65079365079364,1,0.7862144278725106
2025-09-03,0.49354000000000003,0.03946388682055102,0.0459501557632398,-0.007727975270479082,0.052314186642544946,-0.031226987405602896,0.7490213752961555,0.18852860547226288,57.24743777452416,0,0.7728700023353133
2025-09-07,0.16178,-0.03151862464183386,0.03946388682055102,0.0459501557632398,0.013645224171539905,-0.024494258777858213,0.5643743962792391,0.18721418733272271,53.78266850068775,0,0.7722611584191159
2025-09-08,0.056600000000000004,-0.01183431952662728,-0.03151862464183386,0.03946388682055102,-0.004619281776188422,-0.03043813734839182,0.4965927341310121,0.1866079845956335,53.63511659807955,1,0.7712450711607796
2025-09-09,0.055670000000000004,0.008982035928143839,-0.01183431952662728,-0.03151862464183386,-0.005166051660516646,-0.02607755924668663,0.5348513562347114,0.18423344512244014,54.385964912280706,0,0.7716678770820241
2025-09-10,0.06431,-0.011127596439169163,0.008982035928143839,-0.01183431952662728,-0.014781966001478297,-0.032658269241226986,0.4663429899881021,0.18165392064435812,29.400000000000006,0,0.7561913676022922
2025-09-11,0.12714,-0.011252813203300849,-0.011127596439169163,0.008982035928143839,-0.014505757439808531,-0.04567736015280616,0.399434852059648,0.17965149411746575,39.41018766756032,0,0.754615255850246
2025-09-14,0.04554,-0.0030349013657055,-0.011252813203300849,-0.011127596439169163,-0.01188148593773486,-0.05492537026909719,0.37820192197486774,0.17788699743764794,40.72022160664821,0,0.7544967391751972
2025-09-15,0.07664,-0.006849315068493178,-0.0030349013657055,-0.011252813203300849,-0.01405258386219399,-0.0643906411907474,0.3380476870045557,0.1769440256916299,35.91954022988509,0,0.7296598920903101
2025-09-16,0.02411,-0.01072796934865905,-0.006849315068493178,-0.0030349013657055,-0.01615607376924244,-0.07654002572854732,0.2759538000498645,0.17569165580394916,43.25259515570934,0,0.7237181382517339
2025-09-17,0.0296,-0.006971340046475594,-0.01072796934865905,-0.006849315068493178,-0.015360983102918557,-0.08636953647567613,0.23829057872400045,0.17586100521189815,44.1696113074205,0,0.7216599210918474
2025-09-18,0.04517,-0.002340093603744209,-0.006971340046475594,-0.01072796934865905,-0.011744707154999201,-0.0902038026049257,0.16858754462754505,0.11755763093988614,43.508771929824555,0,0.7143758610958684
2025-09-21,0.03173,-0.0031274433150898506,-0.002340093603744209,-0.006971340046475594,-0.008861940298507398,-0.09051195091424538,0.1704662798309273,0.11396179881270267,46.44194756554309,0,0.7082927183079513
2025-09-22,0.018420000000000002,0.0,-0.0031274433150898506,-0.002340093603744209,-0.004217432052483483,-0.08583484164519678,0.19852387091700185,0.11174443333114058,48.24902723735409,0,0.707478727887647
2025-09-23,0.01438,0.0,0.0,-0.0031274433150898506,-0.001722518008142826,-0.07808261633624228,0.2067387011072859,0.09881403716920899,32.828282828282866,0,0.7060487461435437
2025-09-24,0.027559999999999998,0.0031372549019608176,0.0,0.0,0.001879993733354235,-0.06607867969918682,0.2616054684265106,0.10082709147252922,10.738255033557053,0,0.7060949820891932
2025-09-25,0.031030000000000002,-0.010946051602814588,0.0031372549019608176,0.0,-0.006908462867012077,-0.06337569177489685,0.18870332747573418,0.10560542607290659,13.445378151260513,1,0.7068642913548823
2025-09-28,0.28164,0.12964426877470347,-0.010946051602814588,0.0031372549019608176,0.0953548980530432,0.04709583420866664,1.157074079122561,0.1336360387078053,67.41573033707866,0,0.800443229795171
